Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E12000008,South East,2008,NVQ4+,"1,664,700","5,355,100",31.1,0.6
E12000009,South West,2008,NVQ4+,"909,900","3,250,100",28,0.7
E92000001,England,2008,NVQ4+,"9,441,400","33,378,000",28.3,0.2
W92000004,Wales,2008,NVQ4+,"502,200","1,915,800",26.2,0.6
S92000003,Scotland,2008,NVQ4+,"1,115,500","3,377,300",33,0.5
N92000002,Northern Ireland,2008,NVQ4+,"292,900","1,142,400",25.6,1.2
K04000001,England and Wales,2008,NVQ4+,"9,943,600","35,293,800",28.2,0.2
K03000001,Great Britain,2008,NVQ4+,"11,059,000","38,671,100",28.6,0.2
K02000001,United Kingdom,2008,NVQ4+,"11,352,000","39,813,500",28.5,0.2
E09000001,City of London,2008,NVQ3 only,!,"6,600",!,!
E09000002,Barking and Dagenham,2008,NVQ3 only,"11,500","108,400",10.6,2.4
E09000003,Barnet,2008,NVQ3 only,"30,200","223,100",13.6,2.6
E09000004,Bexley,2008,NVQ3 only,"22,000","143,500",15.3,3.1
E09000005,Brent,2008,NVQ3 only,"21,600","198,600",10.9,2.5
E09000006,Bromley,2008,NVQ3 only,"35,300","194,200",18.2,3.3
E09000007,Camden,2008,NVQ3 only,"14,700","151,200",9.7,2.1
E09000008,Croydon,2008,NVQ3 only,"35,700","231,500",15.4,3.3
E09000009,Ealing,2008,NVQ3 only,"24,900","225,800",11,2.7
E09000010,Enfield,2008,NVQ3 only,"22,300","192,600",11.6,2.5
E09000011,Greenwich,2008,NVQ3 only,"18,800","159,700",11.7,2.8
E09000012,Hackney,2008,NVQ3 only,"16,600","163,500",10.2,2.3
E09000013,Hammersmith and Fulham,2008,NVQ3 only,"13,800","129,600",10.6,2.6
E09000014,Haringey,2008,NVQ3 only,"12,700","171,900",7.4,2.1
E09000015,Harrow,2008,NVQ3 only,"17,400","149,000",11.7,2.6
E09000016,Havering,2008,NVQ3 only,"20,500","147,100",14,2.8
E09000017,Hillingdon,2008,NVQ3 only,"24,300","170,600",14.2,2.8
E09000018,Hounslow,2008,NVQ3 only,"18,700","163,600",11.4,2.7
E09000019,Islington,2008,NVQ3 only,"14,000","140,700",10,2.3
E09000020,Kensington and Chelsea,2008,NVQ3 only,"10,300","117,300",8.8,2.5
E09000021,Kingston upon Thames,2008,NVQ3 only,"19,600","106,800",18.3,3.3
E09000022,Lambeth,2008,NVQ3 only,"20,700","209,600",9.9,2.3
E09000023,Lewisham,2008,NVQ3 only,"27,600","186,400",14.8,2.7
E09000024,Merton,2008,NVQ3 only,"11,700","133,500",8.8,2.6
E09000025,Newham,2008,NVQ3 only,"19,100","188,500",10.2,2.3
E09000026,Redbridge,2008,NVQ3 only,"22,200","174,800",12.7,2.7
E09000027,Richmond upon Thames,2008,NVQ3 only,"15,900","124,100",12.8,2.8
E09000028,Southwark,2008,NVQ3 only,"23,400","197,700",11.8,2.5
E09000029,Sutton,2008,NVQ3 only,"16,200","122,100",13.3,3.1
E09000030,Tower Hamlets,2008,NVQ3 only,"15,300","168,400",9.1,2.2
E09000031,Waltham Forest,2008,NVQ3 only,"25,400","163,900",15.5,3
E09000032,Wandsworth,2008,NVQ3 only,"17,300","219,500",7.9,2.4
E09000033,Westminster,2008,NVQ3 only,"17,500","161,300",10.8,2.3
E12000001,North East,2008,NVQ3 only,"275,200","1,657,300",16.6,0.6
E12000002,North West,2008,NVQ3 only,"699,100","4,474,400",15.6,0.4
E12000003,Yorkshire and The Humber,2008,NVQ3 only,"536,300","3,342,600",16,0.6
E12000004,East Midlands,2008,NVQ3 only,"432,100","2,852,700",15.1,0.7
E12000005,West Midlands,2008,NVQ3 only,"539,000","3,487,500",15.5,0.6
E12000006,East,2008,NVQ3 only,"530,900","3,613,600",14.7,0.6
E12000007,London,2008,NVQ3 only,"637,600","5,344,800",11.9,0.5
E12000008,South East,2008,NVQ3 only,"899,100","5,355,100",16.8,0.5
E12000009,South West,2008,NVQ3 only,"560,600","3,250,100",17.2,0.6
E92000001,England,2008,NVQ3 only,"5,110,000","33,378,000",15.3,0.2
W92000004,Wales,2008,NVQ3 only,"306,100","1,915,800",16,0.5
S92000003,Scotland,2008,NVQ3 only,"524,900","3,377,300",15.5,0.4
N92000002,Northern Ireland,2008,NVQ3 only,"161,500","1,142,400",14.1,1
K04000001,England and Wales,2008,NVQ3 only,"5,416,100","35,293,800",15.3,0.2
K03000001,Great Britain,2008,NVQ3 only,"5,941,000","38,671,100",15.4,0.2
K02000001,United Kingdom,2008,NVQ3 only,"6,102,500","39,813,500",15.3,0.2
E09000001,City of London,2008,Trade Apprenticeships,!,"6,600",!,!
E09000002,Barking and Dagenham,2008,Trade Apprenticeships,"2,500","108,400",2.3,1.2
E09000003,Barnet,2008,Trade Apprenticeships,"3,600","223,100",1.6,1
E09000004,Bexley,2008,Trade Apprenticeships,"5,700","143,500",4,1.7
E09000005,Brent,2008,Trade Apprenticeships,"2,800","198,600",1.4,*
E09000006,Bromley,2008,Trade Apprenticeships,"7,000","194,200",3.6,1.6
E09000007,Camden,2008,Trade Apprenticeships,"2,000","151,200",1.3,0.8
E09000008,Croydon,2008,Trade Apprenticeships,"6,700","231,500",2.9,1.5
E09000009,Ealing,2008,Trade Apprenticeships,"2,900","225,800",1.3,*
E09000010,Enfield,2008,Trade Apprenticeships,"6,000","192,600",3.1,1.3
E09000011,Greenwich,2008,Trade Apprenticeships,"3,600","159,700",2.2,1.3
E09000012,Hackney,2008,Trade Apprenticeships,"2,200","163,500",1.4,0.9
E09000013,Hammersmith and Fulham,2008,Trade Apprenticeships,"1,000","129,600",0.8,*
E09000014,Haringey,2008,Trade Apprenticeships,"4,200","171,900",2.5,1.3
E09000015,Harrow,2008,Trade Apprenticeships,"3,400","149,000",2.3,1.2
E09000016,Havering,2008,Trade Apprenticeships,"6,000","147,100",4.1,1.6
E09000017,Hillingdon,2008,Trade Apprenticeships,"4,800","170,600",2.8,1.3
E09000018,Hounslow,2008,Trade Apprenticeships,"3,200","163,600",2,1.2
E09000019,Islington,2008,Trade Apprenticeships,900,"140,700",0.6,*
E09000020,Kensington and Chelsea,2008,Trade Apprenticeships,"2,000","117,300",1.7,*
E09000021,Kingston upon Thames,2008,Trade Apprenticeships,"1,600","106,800",1.5,*
E09000022,Lambeth,2008,Trade Apprenticeships,"3,000","209,600",1.4,0.9
E09000023,Lewisham,2008,Trade Apprenticeships,"3,800","186,400",2,1.1
E09000024,Merton,2008,Trade Apprenticeships,"4,400","133,500",3.3,1.7
E09000025,Newham,2008,Trade Apprenticeships,"1,500","188,500",0.8,*
E09000026,Redbridge,2008,Trade Apprenticeships,"1,900","174,800",1.1,*
E09000027,Richmond upon Thames,2008,Trade Apprenticeships,"3,100","124,100",2.5,1.3
E09000028,Southwark,2008,Trade Apprenticeships,"1,600","197,700",0.8,*
E09000029,Sutton,2008,Trade Apprenticeships,"5,100","122,100",4.2,1.8
E09000030,Tower Hamlets,2008,Trade Apprenticeships,"1,400","168,400",0.9,*
E09000031,Waltham Forest,2008,Trade Apprenticeships,"2,500","163,900",1.5,*
E09000032,Wandsworth,2008,Trade Apprenticeships,"2,300","219,500",1,*
E09000033,Westminster,2008,Trade Apprenticeships,"1,500","161,300",0.9,*
E12000001,North East,2008,Trade Apprenticeships,"94,300","1,657,300",5.7,0.4
E12000002,North West,2008,Trade Apprenticeships,"206,000","4,474,400",4.6,0.3
E12000003,Yorkshire and The Humber,2008,Trade Apprenticeships,"153,900","3,342,600",4.6,0.3
E12000004,East Midlands,2008,Trade Apprenticeships,"126,800","2,852,700",4.4,0.4
E12000005,West Midlands,2008,Trade Apprenticeships,"123,100","3,487,500",3.5,0.3
E12000006,East,2008,Trade Apprenticeships,"147,900","3,613,600",4.1,0.3
E12000007,London,2008,Trade Apprenticeships,"104,100","5,344,800",1.9,0.2
E12000008,South East,2008,Trade Apprenticeships,"209,900","5,355,100",3.9,0.2
E12000009,South West,2008,Trade Apprenticeships,"164,200","3,250,100",5.1,0.3
E92000001,England,2008,Trade Apprenticeships,"1,330,100","33,378,000",4,0.1
W92000004,Wales,2008,Trade Apprenticeships,"88,100","1,915,800",4.6,0.3
S92000003,Scotland,2008,Trade Apprenticeships,"208,100","3,377,300",6.2,0.3
N92000002,Northern Ireland,2008,Trade Apprenticeships,"78,200","1,142,400",6.8,0.7
K04000001,England and Wales,2008,Trade Apprenticeships,"1,418,200","35,293,800",4,0.1
K03000001,Great Britain,2008,Trade Apprenticeships,"1,626,300","38,671,100",4.2,0.1
K02000001,United Kingdom,2008,Trade Apprenticeships,"1,704,500","39,813,500",4.3,0.1
E09000001,City of London,2008,NVQ2 only,!,"6,600",!,!
E09000002,Barking and Dagenham,2008,NVQ2 only,"14,400","108,400",13.3,2.7
E09000003,Barnet,2008,NVQ2 only,"24,500","223,100",11,2.4
E09000004,Bexley,2008,NVQ2 only,"27,500","143,500",19.2,3.4
E09000005,Brent,2008,NVQ2 only,"18,300","198,600",9.2,2.3
E09000006,Bromley,2008,NVQ2 only,"31,500","194,200",16.2,3.1
E09000007,Camden,2008,NVQ2 only,"12,800","151,200",8.5,2
E09000008,Croydon,2008,NVQ2 only,"32,100","231,500",13.9,3.2
E09000009,Ealing,2008,NVQ2 only,"22,900","225,800",10.1,2.6
E09000010,Enfield,2008,NVQ2 only,"23,300","192,600",12.1,2.5
E09000011,Greenwich,2008,NVQ2 only,"23,800","159,700",14.9,3.1
E09000012,Hackney,2008,NVQ2 only,"16,700","163,500",10.2,2.3
E09000013,Hammersmith and Fulham,2008,NVQ2 only,"9,300","129,600",7.2,2.2
E09000014,Haringey,2008,NVQ2 only,"10,600","171,900",6.2,2
E09000015,Harrow,2008,NVQ2 only,"20,200","149,000",13.6,2.7
E09000016,Havering,2008,NVQ2 only,"28,300","147,100",19.3,3.1
E09000017,Hillingdon,2008,NVQ2 only,"27,900","170,600",16.3,2.9
E09000018,Hounslow,2008,NVQ2 only,"16,200","163,600",9.9,2.5
E09000019,Islington,2008,NVQ2 only,"13,300","140,700",9.4,2.2
E09000020,Kensington and Chelsea,2008,NVQ2 only,"7,500","117,300",6.4,2.1
E09000021,Kingston upon Thames,2008,NVQ2 only,"9,700","106,800",9.1,2.5
E09000022,Lambeth,2008,NVQ2 only,"22,200","209,600",10.6,2.4
E09000023,Lewisham,2008,NVQ2 only,"19,700","186,400",10.6,2.4
E09000024,Merton,2008,NVQ2 only,"16,600","133,500",12.5,3.1
E09000025,Newham,2008,NVQ2 only,"20,400","188,500",10.8,2.4
E09000026,Redbridge,2008,NVQ2 only,"21,000","174,800",12,2.6
E09000027,Richmond upon Thames,2008,NVQ2 only,"9,800","124,100",7.9,2.3
E09000028,Southwark,2008,NVQ2 only,"17,300","197,700",8.8,2.2
E09000029,Sutton,2008,NVQ2 only,"25,600","122,100",20.9,3.7
E09000030,Tower Hamlets,2008,NVQ2 only,"17,000","168,400",10.1,2.3
E09000031,Waltham Forest,2008,NVQ2 only,"16,000","163,900",9.8,2.4
E09000032,Wandsworth,2008,NVQ2 only,"13,800","219,500",6.3,2.1
E09000033,Westminster,2008,NVQ2 only,"13,500","161,300",8.4,2
E12000001,North East,2008,NVQ2 only,"301,300","1,657,300",18.2,0.7
E12000002,North West,2008,NVQ2 only,"773,300","4,474,400",17.3,0.5
E12000003,Yorkshire and The Humber,2008,NVQ2 only,"536,900","3,342,600",16.1,0.6
E12000004,East Midlands,2008,NVQ2 only,"461,900","2,852,700",16.2,0.7
E12000005,West Midlands,2008,NVQ2 only,"597,200","3,487,500",17.1,0.6
E12000006,East,2008,NVQ2 only,"611,100","3,613,600",16.9,0.6
E12000007,London,2008,NVQ2 only,"604,200","5,344,800",11.3,0.5
E12000008,South East,2008,NVQ2 only,"855,500","5,355,100",16,0.5
E12000009,South West,2008,NVQ2 only,"544,300","3,250,100",16.7,0.6
E92000001,England,2008,NVQ2 only,"5,285,800","33,378,000",15.8,0.2
W92000004,Wales,2008,NVQ2 only,"331,100","1,915,800",17.3,0.5
S92000003,Scotland,2008,NVQ2 only,"474,200","3,377,300",14,0.4
N92000002,Northern Ireland,2008,NVQ2 only,"178,200","1,142,400",15.6,1
K04000001,England and Wales,2008,NVQ2 only,"5,616,900","35,293,800",15.9,0.2
K03000001,Great Britain,2008,NVQ2 only,"6,091,100","38,671,100",15.8,0.2
K02000001,United Kingdom,2008,NVQ2 only,"6,269,400","39,813,500",15.7,0.2
E09000001,City of London,2008,NVQ1 only,!,"6,600",!,!
E09000002,Barking and Dagenham,2008,NVQ1 only,"15,100","108,400",14,2.7
E09000003,Barnet,2008,NVQ1 only,"22,800","223,100",10.2,2.3
E09000004,Bexley,2008,NVQ1 only,"24,200","143,500",16.8,3.3
E09000005,Brent,2008,NVQ1 only,"15,200","198,600",7.7,2.2
E09000006,Bromley,2008,NVQ1 only,"25,700","194,200",13.2,2.9
E09000007,Camden,2008,NVQ1 only,"10,200","151,200",6.8,1.8
E09000008,Croydon,2008,NVQ1 only,"32,300","231,500",13.9,3.2
E09000009,Ealing,2008,NVQ1 only,"15,400","225,800",6.8,2.1
E09000010,Enfield,2008,NVQ1 only,"24,000","192,600",12.5,2.6
E09000011,Greenwich,2008,NVQ1 only,"18,400","159,700",11.5,2.8
E09000012,Hackney,2008,NVQ1 only,"9,400","163,500",5.8,1.8
E09000013,Hammersmith and Fulham,2008,NVQ1 only,"11,000","129,600",8.5,2.4
E09000014,Haringey,2008,NVQ1 only,"13,000","171,900",7.5,2.2
E09000015,Harrow,2008,NVQ1 only,"11,000","149,000",7.3,2.1
E09000016,Havering,2008,NVQ1 only,"29,700","147,100",20.2,3.2
E09000017,Hillingdon,2008,NVQ1 only,"22,100","170,600",13,2.6
E09000018,Hounslow,2008,NVQ1 only,"17,100","163,600",10.5,2.6
E09000019,Islington,2008,NVQ1 only,"12,700","140,700",9,2.2
E09000020,Kensington and Chelsea,2008,NVQ1 only,"5,000","117,300",4.3,1.8
E09000021,Kingston upon Thames,2008,NVQ1 only,"8,600","106,800",8,2.3
E09000022,Lambeth,2008,NVQ1 only,"18,300","209,600",8.8,2.2
E09000023,Lewisham,2008,NVQ1 only,"17,900","186,400",9.6,2.3
E09000024,Merton,2008,NVQ1 only,"15,900","133,500",11.9,3
E09000025,Newham,2008,NVQ1 only,"17,100","188,500",9.1,2.2
E09000026,Redbridge,2008,NVQ1 only,"18,200","174,800",10.4,2.5
E09000027,Richmond upon Thames,2008,NVQ1 only,"8,200","124,100",6.6,2.1
E09000028,Southwark,2008,NVQ1 only,"17,400","197,700",8.8,2.2
E09000029,Sutton,2008,NVQ1 only,"16,000","122,100",13.1,3.1
E09000030,Tower Hamlets,2008,NVQ1 only,"10,800","168,400",6.4,1.8
E09000031,Waltham Forest,2008,NVQ1 only,"22,000","163,900",13.4,2.8
E09000032,Wandsworth,2008,NVQ1 only,"14,900","219,500",6.8,2.2
E09000033,Westminster,2008,NVQ1 only,"11,500","161,300",7.1,1.9
E12000001,North East,2008,NVQ1 only,"230,600","1,657,300",13.9,0.6
E12000002,North West,2008,NVQ1 only,"619,400","4,474,400",13.8,0.4
E12000003,Yorkshire and The Humber,2008,NVQ1 only,"507,200","3,342,600",15.2,0.5
E12000004,East Midlands,2008,NVQ1 only,"446,900","2,852,700",15.7,0.7
E12000005,West Midlands,2008,NVQ1 only,"515,300","3,487,500",14.8,0.5
E12000006,East,2008,NVQ1 only,"578,200","3,613,600",16,0.6
E12000007,London,2008,NVQ1 only,"531,600","5,344,800",9.9,0.4
E12000008,South East,2008,NVQ1 only,"781,500","5,355,100",14.6,0.5
E12000009,South West,2008,NVQ1 only,"504,800","3,250,100",15.5,0.6
E92000001,England,2008,NVQ1 only,"4,715,500","33,378,000",14.1,0.2
W92000004,Wales,2008,NVQ1 only,"251,700","1,915,800",13.1,0.4
S92000003,Scotland,2008,NVQ1 only,"336,400","3,377,300",10,0.3
N92000002,Northern Ireland,2008,NVQ1 only,"118,200","1,142,400",10.3,0.9
K04000001,England and Wales,2008,NVQ1 only,"4,967,200","35,293,800",14.1,0.2
K03000001,Great Britain,2008,NVQ1 only,"5,303,600","38,671,100",13.7,0.1
K02000001,United Kingdom,2008,NVQ1 only,"5,421,800","39,813,500",13.6,0.1
E09000001,City of London,2008,with other qualifications,!,"6,600",!,!
E09000002,Barking and Dagenham,2008,with other qualifications,"16,800","108,400",15.5,2.8
E09000003,Barnet,2008,with other qualifications,"31,100","223,100",13.9,2.7
E09000004,Bexley,2008,with other qualifications,"10,400","143,500",7.2,2.3
E09000005,Brent,2008,with other qualifications,"70,100","198,600",35.3,3.9
E09000006,Bromley,2008,with other qualifications,"14,500","194,200",7.5,2.2
E09000007,Camden,2008,with other qualifications,"21,400","151,200",14.1,2.5
E09000008,Croydon,2008,with other qualifications,"18,400","231,500",7.9,2.5
E09000009,Ealing,2008,with other qualifications,"40,200","225,800",17.8,3.3
E09000010,Enfield,2008,with other qualifications,"26,600","192,600",13.8,2.7
E09000011,Greenwich,2008,with other qualifications,"16,900","159,700",10.6,2.7
E09000012,Hackney,2008,with other qualifications,"18,600","163,500",11.4,2.4
E09000013,Hammersmith and Fulham,2008,with other qualifications,"17,700","129,600",13.6,2.9
E09000014,Haringey,2008,with other qualifications,"29,800","171,900",17.3,3.1
E09000015,Harrow,2008,with other qualifications,"41,200","149,000",27.7,3.6
E09000016,Havering,2008,with other qualifications,"9,500","147,100",6.5,2
E09000017,Hillingdon,2008,with other qualifications,"27,200","170,600",15.9,2.9
E09000018,Hounslow,2008,with other qualifications,"26,400","163,600",16.1,3.1
E09000019,Islington,2008,with other qualifications,"14,800","140,700",10.5,2.3
E09000020,Kensington and Chelsea,2008,with other qualifications,"20,000","117,300",17.1,3.3
E09000021,Kingston upon Thames,2008,with other qualifications,"5,500","106,800",5.2,1.9
E09000022,Lambeth,2008,with other qualifications,"27,200","209,600",13,2.6
E09000023,Lewisham,2008,with other qualifications,"25,900","186,400",13.9,2.7
E09000024,Merton,2008,with other qualifications,"23,900","133,500",17.9,3.6
E09000025,Newham,2008,with other qualifications,"44,900","188,500",23.8,3.3
E09000026,Redbridge,2008,with other qualifications,"25,700","174,800",14.7,2.9
E09000027,Richmond upon Thames,2008,with other qualifications,"7,300","124,100",5.9,2
E09000028,Southwark,2008,with other qualifications,"22,200","197,700",11.3,2.4
E09000029,Sutton,2008,with other qualifications,"8,400","122,100",6.8,2.3
E09000030,Tower Hamlets,2008,with other qualifications,"24,600","168,400",14.6,2.7
E09000031,Waltham Forest,2008,with other qualifications,"20,100","163,900",12.3,2.7
E09000032,Wandsworth,2008,with other qualifications,"29,800","219,500",13.6,3
E09000033,Westminster,2008,with other qualifications,"24,200","161,300",15,2.6
E12000001,North East,2008,with other qualifications,"118,900","1,657,300",7.2,0.4
E12000002,North West,2008,with other qualifications,"332,900","4,474,400",7.4,0.3
E12000003,Yorkshire and The Humber,2008,with other qualifications,"287,200","3,342,600",8.6,0.4
E12000004,East Midlands,2008,with other qualifications,"258,100","2,852,700",9,0.5
E12000005,West Midlands,2008,with other qualifications,"271,600","3,487,500",7.8,0.4
E12000006,East,2008,with other qualifications,"346,400","3,613,600",9.6,0.5
E12000007,London,2008,with other qualifications,"761,800","5,344,800",14.3,0.5
E12000008,South East,2008,with other qualifications,"424,400","5,355,100",7.9,0.3
E12000009,South West,2008,with other qualifications,"244,900","3,250,100",7.5,0.4
E92000001,England,2008,with other qualifications,"3,046,200","33,378,000",9.1,0.1
W92000004,Wales,2008,with other qualifications,"143,300","1,915,800",7.5,0.3
S92000003,Scotland,2008,with other qualifications,"250,400","3,377,300",7.4,0.3
N92000002,Northern Ireland,2008,with other qualifications,"50,400","1,142,400",4.4,0.6
K04000001,England and Wales,2008,with other qualifications,"3,189,500","35,293,800",9,0.1
K03000001,Great Britain,2008,with other qualifications,"3,439,900","38,671,100",8.9,0.1
K02000001,United Kingdom,2008,with other qualifications,"3,490,300","39,813,500",8.8,0.1
E09000001,City of London,2008,with no qualifications,!,"6,600",!,!
E09000002,Barking and Dagenham,2008,with no qualifications,"25,900","108,400",23.9,3.3
E09000003,Barnet,2008,with no qualifications,"19,600","223,100",8.8,2.2
E09000004,Bexley,2008,with no qualifications,"18,000","143,500",12.5,2.9
E09000005,Brent,2008,with no qualifications,"16,700","198,600",8.4,2.2
E09000006,Bromley,2008,with no qualifications,"18,400","194,200",9.5,2.5
E09000007,Camden,2008,with no qualifications,"11,600","151,200",7.7,1.9
E09000008,Croydon,2008,with no qualifications,"29,800","231,500",12.9,3.1
E09000009,Ealing,2008,with no qualifications,"27,400","225,800",12.1,2.8
E09000010,Enfield,2008,with no qualifications,"28,600","192,600",14.9,2.8
E09000011,Greenwich,2008,with no qualifications,"19,800","159,700",12.4,2.8
E09000012,Hackney,2008,with no qualifications,"25,200","163,500",15.4,2.7
E09000013,Hammersmith and Fulham,2008,with no qualifications,"10,100","129,600",7.8,2.3
E09000014,Haringey,2008,with no qualifications,"30,900","171,900",18,3.2
E09000015,Harrow,2008,with no qualifications,"13,400","149,000",9,2.3
E09000016,Havering,2008,with no qualifications,"24,400","147,100",16.6,3
E09000017,Hillingdon,2008,with no qualifications,"22,400","170,600",13.1,2.7
E09000018,Hounslow,2008,with no qualifications,"24,500","163,600",15,3
E09000019,Islington,2008,with no qualifications,"19,200","140,700",13.6,2.6
E09000020,Kensington and Chelsea,2008,with no qualifications,"9,200","117,300",7.9,2.3
E09000021,Kingston upon Thames,2008,with no qualifications,"7,300","106,800",6.9,2.2
E09000022,Lambeth,2008,with no qualifications,"28,800","209,600",13.8,2.7
E09000023,Lewisham,2008,with no qualifications,"19,400","186,400",10.4,2.4
E09000024,Merton,2008,with no qualifications,"10,500","133,500",7.9,2.5
