Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E09000028,Southwark,2014,NVQ3 only,"25,800","218,900",11.8,2.4
E09000029,Sutton,2014,NVQ3 only,"18,400","127,800",14.4,3.6
E09000030,Tower Hamlets,2014,NVQ3 only,"30,800","207,600",14.8,2.8
E09000031,Waltham Forest,2014,NVQ3 only,"25,300","178,800",14.2,3.2
E09000032,Wandsworth,2014,NVQ3 only,"17,900","224,100",8,2.4
E09000033,Westminster,2014,NVQ3 only,"17,300","167,500",10.3,2.3
E13000001,Inner London,2014,NVQ3 only,"298,100","2,427,000",12.3,0.7
E13000002,Outer London,2014,NVQ3 only,"502,400","3,344,300",15,0.7
E12000001,North East,2014,NVQ3 only,"327,200","1,648,400",19.8,0.7
E12000002,North West,2014,NVQ3 only,"798,500","4,466,400",17.9,0.5
E12000003,Yorkshire and The Humber,2014,NVQ3 only,"609,800","3,351,300",18.2,0.6
E12000004,East Midlands,2014,NVQ3 only,"545,400","2,886,100",18.9,0.8
E12000005,West Midlands,2014,NVQ3 only,"622,600","3,522,000",17.7,0.6
E12000006,East,2014,NVQ3 only,"652,000","3,690,100",17.7,0.7
E12000007,London,2014,NVQ3 only,"800,500","5,771,300",13.9,0.5
E12000008,South East,2014,NVQ3 only,"984,300","5,450,200",18.1,0.5
E12000009,South West,2014,NVQ3 only,"621,900","3,273,700",19,0.6
E92000001,England,2014,NVQ3 only,"5,962,300","34,059,700",17.5,0.2
W92000004,Wales,2014,NVQ3 only,"344,600","1,904,500",18.1,0.5
S92000003,Scotland,2014,NVQ3 only,"500,300","3,404,600",14.7,0.4
N92000002,Northern Ireland,2014,NVQ3 only,"173,100","1,155,300",15,1.1
K04000001,England and Wales,2014,NVQ3 only,6306900,35964200,17.5,0.2
K03000001,Great Britain,2014,NVQ3 only,6807200,39368800,17.3,0.2
K02000001,United Kingdom,2014,NVQ3 only,6980300,40524100,17.2,0.2
E09000001,City of London,2014,Trade Apprenticeships,!,"3,000",!,!
E09000002,Barking and Dagenham,2014,Trade Apprenticeships,"2,600","124,000",2.1,1.2
E09000003,Barnet,2014,Trade Apprenticeships,"3,400","243,400",1.4,*
E09000004,Bexley,2014,Trade Apprenticeships,"4,700","149,000",3.2,1.6
E09000005,Brent,2014,Trade Apprenticeships,"1,500","214,400",0.7,*
E09000006,Bromley,2014,Trade Apprenticeships,"4,100","202,100",2,1.1
E09000007,Camden,2014,Trade Apprenticeships,"1,800","166,100",1.1,*
E09000008,Croydon,2014,Trade Apprenticeships,"11,600","242,900",4.8,1.9
E09000009,Ealing,2014,Trade Apprenticeships,"4,500","227,900",2,*
E09000010,Enfield,2014,Trade Apprenticeships,"4,000","207,600",1.9,1.2
E09000011,Greenwich,2014,Trade Apprenticeships,"3,100","178,900",1.7,*
E09000012,Hackney,2014,Trade Apprenticeships,"1,700","188,700",0.9,*
E09000013,Hammersmith and Fulham,2014,Trade Apprenticeships,700,"128,000",0.5,*
E09000014,Haringey,2014,Trade Apprenticeships,"2,900","187,200",1.5,*
E09000015,Harrow,2014,Trade Apprenticeships,"1,100","157,500",0.7,*
E09000016,Havering,2014,Trade Apprenticeships,"5,700","154,900",3.7,1.6
E09000017,Hillingdon,2014,Trade Apprenticeships,"3,600","191,000",1.9,1.1
E09000018,Hounslow,2014,Trade Apprenticeships,"3,600","180,900",2,1.2
E09000019,Islington,2014,Trade Apprenticeships,"2,200","163,300",1.3,*
E09000020,Kensington and Chelsea,2014,Trade Apprenticeships,"2,000","107,600",1.9,*
E09000021,Kingston upon Thames,2014,Trade Apprenticeships,"1,300","112,900",1.2,*
E09000022,Lambeth,2014,Trade Apprenticeships,1300,"237,900",0.6,*
E09000023,Lewisham,2014,Trade Apprenticeships,"3,300","202,700",1.6,1
E09000024,Merton,2014,Trade Apprenticeships,"2,000","136,700",1.4,*
E09000025,Newham,2014,Trade Apprenticeships,1300,"224,600",0.6,*
E09000026,Redbridge,2014,Trade Apprenticeships,"1,100","189,300",0.6,*
E09000027,Richmond upon Thames,2014,Trade Apprenticeships,"1,900","124,500",1.5,*
E09000028,Southwark,2014,Trade Apprenticeships,2100,"218,900",1,*
E09000029,Sutton,2014,Trade Apprenticeships,"5,500","127,800",4.3,2
E09000030,Tower Hamlets,2014,Trade Apprenticeships,!,"207,600",!,!
E09000031,Waltham Forest,2014,Trade Apprenticeships,"1,700","178,800",0.9,*
E09000032,Wandsworth,2014,Trade Apprenticeships,"1,600","224,100",0.7,*
E09000033,Westminster,2014,Trade Apprenticeships,"1,400","167,500",0.8,*
E13000001,Inner London,2014,Trade Apprenticeships,"23,000","2,427,000",0.9,0.2
E13000002,Outer London,2014,Trade Apprenticeships,"66,800","3,344,300",2,0.3
E12000001,North East,2014,Trade Apprenticeships,"70,100","1,648,400",4.3,0.4
E12000002,North West,2014,Trade Apprenticeships,"173,100","4,466,400",3.9,0.2
E12000003,Yorkshire and The Humber,2014,Trade Apprenticeships,"138,800","3,351,300",4.1,0.3
E12000004,East Midlands,2014,Trade Apprenticeships,"102,500","2,886,100",3.5,0.4
E12000005,West Midlands,2014,Trade Apprenticeships,"108,500","3,522,000",3.1,0.3
E12000006,East,2014,Trade Apprenticeships,"126,200","3,690,100",3.4,0.3
E12000007,London,2014,Trade Apprenticeships,"89,800","5,771,300",1.6,0.2
E12000008,South East,2014,Trade Apprenticeships,"182,300","5,450,200",3.3,0.2
E12000009,South West,2014,Trade Apprenticeships,"118,400","3,273,700",3.6,0.3
E92000001,England,2014,Trade Apprenticeships,"1,109,800","34,059,700",3.3,0.1
W92000004,Wales,2014,Trade Apprenticeships,"71,500","1,904,500",3.8,0.3
S92000003,Scotland,2014,Trade Apprenticeships,"152,900","3,404,600",4.5,0.3
N92000002,Northern Ireland,2014,Trade Apprenticeships,"72,600","1,155,300",6.3,0.8
K04000001,England and Wales,2014,Trade Apprenticeships,1181300,35964200,3.3,0.1
K03000001,Great Britain,2014,Trade Apprenticeships,1334200,39368800,3.4,0.1
K02000001,United Kingdom,2014,Trade Apprenticeships,1406800,40524100,3.5,0.1
E09000001,City of London,2014,NVQ2 only,!,"3,000",!,!
E09000002,Barking and Dagenham,2014,NVQ2 only,"18,200","124,000",14.7,3
E09000003,Barnet,2014,NVQ2 only,"30,800","243,400",12.6,2.8
E09000004,Bexley,2014,NVQ2 only,"32,800","149,000",22,3.8
E09000005,Brent,2014,NVQ2 only,"25,300","214,400",11.8,2.3
E09000006,Bromley,2014,NVQ2 only,"30,600","202,100",15.1,2.8
E09000007,Camden,2014,NVQ2 only,"11,800","166,100",7.1,2
E09000008,Croydon,2014,NVQ2 only,"34,000","242,900",14,3.1
E09000009,Ealing,2014,NVQ2 only,"25,800","227,900",11.3,2.8
E09000010,Enfield,2014,NVQ2 only,"24,800","207,600",12,2.8
E09000011,Greenwich,2014,NVQ2 only,"26,100","178,900",14.6,3.2
E09000012,Hackney,2014,NVQ2 only,"22,800","188,700",12.1,2.5
E09000013,Hammersmith and Fulham,2014,NVQ2 only,"8,800","128,000",6.8,2
E09000014,Haringey,2014,NVQ2 only,"17,500","187,200",9.4,2.4
E09000015,Harrow,2014,NVQ2 only,"14,000","157,500",8.9,2.3
E09000016,Havering,2014,NVQ2 only,"34,600","154,900",22.4,3.6
E09000017,Hillingdon,2014,NVQ2 only,"25,400","191,000",13.3,2.7
E09000018,Hounslow,2014,NVQ2 only,"21,900","180,900",12.1,2.8
E09000019,Islington,2014,NVQ2 only,"12,100","163,300",7.4,2.3
E09000020,Kensington and Chelsea,2014,NVQ2 only,"6,700","107,600",6.2,1.8
E09000021,Kingston upon Thames,2014,NVQ2 only,"13,500","112,900",12,2.8
E09000022,Lambeth,2014,NVQ2 only,"18,300","237,900",7.7,2.4
E09000023,Lewisham,2014,NVQ2 only,"21,600","202,700",10.7,2.5
E09000024,Merton,2014,NVQ2 only,"15,000","136,700",11,2.8
E09000025,Newham,2014,NVQ2 only,"27,600","224,600",12.3,2.6
E09000026,Redbridge,2014,NVQ2 only,"21,400","189,300",11.3,2.5
E09000027,Richmond upon Thames,2014,NVQ2 only,"11,500","124,500",9.2,2.5
E09000028,Southwark,2014,NVQ2 only,"20,200","218,900",9.2,2.1
E09000029,Sutton,2014,NVQ2 only,"18,400","127,800",14.4,3.6
E09000030,Tower Hamlets,2014,NVQ2 only,"29,700","207,600",14.3,2.8
E09000031,Waltham Forest,2014,NVQ2 only,"25,700","178,800",14.4,3.2
E09000032,Wandsworth,2014,NVQ2 only,"16,300","224,100",7.3,2.3
E09000033,Westminster,2014,NVQ2 only,"10,200","167,500",6.1,1.8
E13000001,Inner London,2014,NVQ2 only,"223,700","2,427,000",9.2,0.6
E13000002,Outer London,2014,NVQ2 only,"449,800","3,344,300",13.4,0.7
E12000001,North East,2014,NVQ2 only,"316,100","1,648,400",19.2,0.7
E12000002,North West,2014,NVQ2 only,"836,300","4,466,400",18.7,0.5
E12000003,Yorkshire and The Humber,2014,NVQ2 only,"599,000","3,351,300",17.9,0.6
E12000004,East Midlands,2014,NVQ2 only,"520,300","2,886,100",18,0.8
E12000005,West Midlands,2014,NVQ2 only,"608,900","3,522,000",17.3,0.6
E12000006,East,2014,NVQ2 only,"665,700","3,690,100",18,0.7
E12000007,London,2014,NVQ2 only,"673,400","5,771,300",11.7,0.5
E12000008,South East,2014,NVQ2 only,"905,400","5,450,200",16.6,0.5
E12000009,South West,2014,NVQ2 only,"569,300","3,273,700",17.4,0.6
E92000001,England,2014,NVQ2 only,"5,694,400","34,059,700",16.7,0.2
W92000004,Wales,2014,NVQ2 only,"330,700","1,904,500",17.4,0.5
S92000003,Scotland,2014,NVQ2 only,"496,700","3,404,600",14.6,0.4
N92000002,Northern Ireland,2014,NVQ2 only,"206,600","1,155,300",17.9,1.2
K04000001,England and Wales,2014,NVQ2 only,6025100,35964200,16.8,0.2
K03000001,Great Britain,2014,NVQ2 only,6521800,39368800,16.6,0.2
K02000001,United Kingdom,2014,NVQ2 only,6728300,40524100,16.6,0.2
E09000001,City of London,2014,NVQ1 only,!,"3,000",!,!
E09000002,Barking and Dagenham,2014,NVQ1 only,"15,800","124,000",12.7,2.9
E09000003,Barnet,2014,NVQ1 only,"19,500","243,400",8,2.3
E09000004,Bexley,2014,NVQ1 only,"20,900","149,000",14,3.2
E09000005,Brent,2014,NVQ1 only,"15,100","214,400",7,1.8
E09000006,Bromley,2014,NVQ1 only,"21,700","202,100",10.7,2.4
E09000007,Camden,2014,NVQ1 only,"8,600","166,100",5.2,1.7
E09000008,Croydon,2014,NVQ1 only,"20,200","242,900",8.3,2.4
E09000009,Ealing,2014,NVQ1 only,"10,900","227,900",4.8,1.9
E09000010,Enfield,2014,NVQ1 only,"29,300","207,600",14.1,3
E09000011,Greenwich,2014,NVQ1 only,"14,600","178,900",8.2,2.5
E09000012,Hackney,2014,NVQ1 only,"12,900","188,700",6.8,2
E09000013,Hammersmith and Fulham,2014,NVQ1 only,"8,000","128,000",6.2,2
E09000014,Haringey,2014,NVQ1 only,"12,600","187,200",6.7,2
E09000015,Harrow,2014,NVQ1 only,"12,400","157,500",7.9,2.1
E09000016,Havering,2014,NVQ1 only,"24,300","154,900",15.7,3.1
E09000017,Hillingdon,2014,NVQ1 only,"22,300","191,000",11.7,2.6
E09000018,Hounslow,2014,NVQ1 only,"12,900","180,900",7.2,2.2
E09000019,Islington,2014,NVQ1 only,"11,500","163,300",7.1,2.2
E09000020,Kensington and Chelsea,2014,NVQ1 only,"6,300","107,600",5.9,1.8
E09000021,Kingston upon Thames,2014,NVQ1 only,"6,600","112,900",5.8,2
E09000022,Lambeth,2014,NVQ1 only,"19,300","237,900",8.1,2.5
E09000023,Lewisham,2014,NVQ1 only,"12,300","202,700",6.1,1.9
E09000024,Merton,2014,NVQ1 only,"7,600","136,700",5.6,2
E09000025,Newham,2014,NVQ1 only,"13,900","224,600",6.2,1.9
E09000026,Redbridge,2014,NVQ1 only,"16,900","189,300",8.9,2.3
E09000027,Richmond upon Thames,2014,NVQ1 only,"5,600","124,500",4.5,1.8
E09000028,Southwark,2014,NVQ1 only,"11,600","218,900",5.3,1.7
E09000029,Sutton,2014,NVQ1 only,"12,200","127,800",9.6,3
E09000030,Tower Hamlets,2014,NVQ1 only,"14,700","207,600",7.1,2.1
E09000031,Waltham Forest,2014,NVQ1 only,"16,100","178,800",9,2.6
E09000032,Wandsworth,2014,NVQ1 only,"8,900","224,100",4,1.7
E09000033,Westminster,2014,NVQ1 only,"7,600","167,500",4.5,1.5
E13000001,Inner London,2014,NVQ1 only,"148,800","2,427,000",6.1,0.5
E13000002,Outer London,2014,NVQ1 only,"304,900","3,344,300",9.1,0.6
E12000001,North East,2014,NVQ1 only,"213,700","1,648,400",13,0.6
E12000002,North West,2014,NVQ1 only,"538,200","4,466,400",12.1,0.4
E12000003,Yorkshire and The Humber,2014,NVQ1 only,"450,500","3,351,300",13.4,0.5
E12000004,East Midlands,2014,NVQ1 only,"385,500","2,886,100",13.4,0.7
E12000005,West Midlands,2014,NVQ1 only,"438,700","3,522,000",12.5,0.5
E12000006,East,2014,NVQ1 only,"512,400","3,690,100",13.9,0.6
E12000007,London,2014,NVQ1 only,"453,700","5,771,300",7.9,0.4
E12000008,South East,2014,NVQ1 only,"656,500","5,450,200",12,0.4
E12000009,South West,2014,NVQ1 only,"423,400","3,273,700",12.9,0.5
E92000001,England,2014,NVQ1 only,"4,072,800","34,059,700",12,0.2
W92000004,Wales,2014,NVQ1 only,"220,600","1,904,500",11.6,0.4
S92000003,Scotland,2014,NVQ1 only,"329,800","3,404,600",9.7,0.4
N92000002,Northern Ireland,2014,NVQ1 only,"118,200","1,155,300",10.2,1
K04000001,England and Wales,2014,NVQ1 only,4293400,35964200,11.9,0.2
K03000001,Great Britain,2014,NVQ1 only,4623200,39368800,11.7,0.1
K02000001,United Kingdom,2014,NVQ1 only,4741500,40524100,11.7,0.1
E09000001,City of London,2014,with other qualifications,!,"3,000",!,!
E09000002,Barking and Dagenham,2014,with other qualifications,"17,400","124,000",14.1,3
E09000003,Barnet,2014,with other qualifications,"26,500","243,400",10.9,2.6
E09000004,Bexley,2014,with other qualifications,"5,900","149,000",4,1.8
E09000005,Brent,2014,with other qualifications,"26,300","214,400",12.3,2.3
E09000006,Bromley,2014,with other qualifications,"11,300","202,100",5.6,1.8
E09000007,Camden,2014,with other qualifications,"6,800","166,100",4.1,1.6
E09000008,Croydon,2014,with other qualifications,"17,300","242,900",7.1,2.3
E09000009,Ealing,2014,with other qualifications,"23,500","227,900",10.3,2.7
E09000010,Enfield,2014,with other qualifications,"20,200","207,600",9.8,2.6
E09000011,Greenwich,2014,with other qualifications,"13,200","178,900",7.4,2.4
E09000012,Hackney,2014,with other qualifications,"15,300","188,700",8.1,2.1
E09000013,Hammersmith and Fulham,2014,with other qualifications,"5,000","128,000",3.9,1.6
E09000014,Haringey,2014,with other qualifications,"19,900","187,200",10.6,2.5
E09000015,Harrow,2014,with other qualifications,"14,700","157,500",9.3,2.3
E09000016,Havering,2014,with other qualifications,"8,500","154,900",5.5,2
E09000017,Hillingdon,2014,with other qualifications,"17,700","191,000",9.3,2.3
E09000018,Hounslow,2014,with other qualifications,"20,800","180,900",11.5,2.8
E09000019,Islington,2014,with other qualifications,"8,000","163,300",4.9,1.9
E09000020,Kensington and Chelsea,2014,with other qualifications,"7,200","107,600",6.7,1.9
E09000021,Kingston upon Thames,2014,with other qualifications,"6,100","112,900",5.4,2
E09000022,Lambeth,2014,with other qualifications,"10,900","237,900",4.6,1.9
E09000023,Lewisham,2014,with other qualifications,"12,000","202,700",5.9,1.9
E09000024,Merton,2014,with other qualifications,"12,900","136,700",9.5,2.6
E09000025,Newham,2014,with other qualifications,"40,100","224,600",17.9,3
E09000026,Redbridge,2014,with other qualifications,"17,700","189,300",9.4,2.3
E09000027,Richmond upon Thames,2014,with other qualifications,"4,200","124,500",3.4,1.5
E09000028,Southwark,2014,with other qualifications,"12,800","218,900",5.8,1.7
E09000029,Sutton,2014,with other qualifications,"10,900","127,800",8.5,2.8
E09000030,Tower Hamlets,2014,with other qualifications,"14,100","207,600",6.8,2
E09000031,Waltham Forest,2014,with other qualifications,"12,400","178,800",6.9,2.3
E09000032,Wandsworth,2014,with other qualifications,"12,700","224,100",5.6,2
E09000033,Westminster,2014,with other qualifications,"11,200","167,500",6.7,1.9
E13000001,Inner London,2014,with other qualifications,"175,900","2,427,000",7.2,0.6
E13000002,Outer London,2014,with other qualifications,"287,600","3,344,300",8.6,0.5
E12000001,North East,2014,with other qualifications,"88,300","1,648,400",5.4,0.4
E12000002,North West,2014,with other qualifications,"267,700","4,466,400",6,0.3
E12000003,Yorkshire and The Humber,2014,with other qualifications,"226,600","3,351,300",6.8,0.4
E12000004,East Midlands,2014,with other qualifications,"171,800","2,886,100",6,0.5
E12000005,West Midlands,2014,with other qualifications,"244,700","3,522,000",6.9,0.4
E12000006,East,2014,with other qualifications,"218,300","3,690,100",5.9,0.4
E12000007,London,2014,with other qualifications,"463,500","5,771,300",8,0.4
E12000008,South East,2014,with other qualifications,"284,300","5,450,200",5.2,0.3
E12000009,South West,2014,with other qualifications,"160,100","3,273,700",4.9,0.3
E92000001,England,2014,with other qualifications,"2,125,300","34,059,700",6.2,0.1
W92000004,Wales,2014,with other qualifications,"114,500","1,904,500",6,0.3
S92000003,Scotland,2014,with other qualifications,"211,200","3,404,600",6.2,0.3
N92000002,Northern Ireland,2014,with other qualifications,"47,400","1,155,300",4.1,0.6
K04000001,England and Wales,2014,with other qualifications,2239700,35964200,6.2,0.1
K03000001,Great Britain,2014,with other qualifications,2450900,39368800,6.2,0.1
K02000001,United Kingdom,2014,with other qualifications,2498300,40524100,6.2,0.1
E09000001,City of London,2014,with no qualifications,!,"3,000",!,!
E09000002,Barking and Dagenham,2014,with no qualifications,"19,300","124,000",15.5,3.1
E09000003,Barnet,2014,with no qualifications,"17,000","243,400",7,2.1
E09000004,Bexley,2014,with no qualifications,"8,800","149,000",5.9,2.2
E09000005,Brent,2014,with no qualifications,"16,800","214,400",7.8,1.9
E09000006,Bromley,2014,with no qualifications,"7,400","202,100",3.7,1.5
E09000007,Camden,2014,with no qualifications,"10,700","166,100",6.4,1.9
E09000008,Croydon,2014,with no qualifications,"16,900","242,900",7,2.2
E09000009,Ealing,2014,with no qualifications,"23,200","227,900",10.2,2.7
E09000010,Enfield,2014,with no qualifications,"16,100","207,600",7.7,2.3
E09000011,Greenwich,2014,with no qualifications,"18,800","178,900",10.5,2.8
E09000012,Hackney,2014,with no qualifications,"18,100","188,700",9.6,2.3
E09000013,Hammersmith and Fulham,2014,with no qualifications,"6,600","128,000",5.1,1.8
E09000014,Haringey,2014,with no qualifications,"22,600","187,200",12,2.6
E09000015,Harrow,2014,with no qualifications,"5,800","157,500",3.7,1.5
E09000016,Havering,2014,with no qualifications,"13,500","154,900",8.7,2.4
E09000017,Hillingdon,2014,with no qualifications,"18,100","191,000",9.5,2.4
E09000018,Hounslow,2014,with no qualifications,"16,400","180,900",9.1,2.5
E09000019,Islington,2014,with no qualifications,"14,300","163,300",8.7,2.4
E09000020,Kensington and Chelsea,2014,with no qualifications,"7,300","107,600",6.8,1.9
E09000021,Kingston upon Thames,2014,with no qualifications,"3,700","112,900",3.3,1.5
E09000022,Lambeth,2014,with no qualifications,"17,400","237,900",7.3,2.4
E09000023,Lewisham,2014,with no qualifications,"15,300","202,700",7.6,2.1
E09000024,Merton,2014,with no qualifications,"7,100","136,700",5.2,2
E09000025,Newham,2014,with no qualifications,"24,900","224,600",11.1,2.5
E09000026,Redbridge,2014,with no qualifications,"16,800","189,300",8.9,2.3
E09000027,Richmond upon Thames,2014,with no qualifications,"1,400","124,500",1.1,*
E09000028,Southwark,2014,with no qualifications,"17,900","218,900",8.2,2
E09000029,Sutton,2014,with no qualifications,"7,600","127,800",6,2.4
E09000030,Tower Hamlets,2014,with no qualifications,"25,600","207,600",12.3,2.6
E09000031,Waltham Forest,2014,with no qualifications,"19,000","178,800",10.6,2.8
E09000032,Wandsworth,2014,with no qualifications,"10,200","224,100",4.5,1.8
E09000033,Westminster,2014,with no qualifications,"9,100","167,500",5.4,1.7
E13000001,Inner London,2014,with no qualifications,"200,600","2,427,000",8.3,0.6
E13000002,Outer London,2014,with no qualifications,"253,700","3,344,300",7.6,0.5
E12000001,North East,2014,with no qualifications,"164,900","1,648,400",10,0.5
E12000002,North West,2014,with no qualifications,"472,200","4,466,400",10.6,0.4
E12000003,Yorkshire and The Humber,2014,with no qualifications,"329,200","3,351,300",9.8,0.5
E12000004,East Midlands,2014,with no qualifications,"268,400","2,886,100",9.3,0.6
E12000005,West Midlands,2014,with no qualifications,"463,700","3,522,000",13.2,0.6
E12000006,East,2014,with no qualifications,"296,400","3,690,100",8,0.5
E12000007,London,2014,with no qualifications,"454,300","5,771,300",7.9,0.4
E12000008,South East,2014,with no qualifications,"306,300","5,450,200",5.6,0.3
E12000009,South West,2014,with no qualifications,"183,700","3,273,700",5.6,0.4
E92000001,England,2014,with no qualifications,"2,939,100","34,059,700",8.6,0.1
W92000004,Wales,2014,with no qualifications,"190,200","1,904,500",10,0.4
S92000003,Scotland,2014,with no qualifications,"321,100","3,404,600",9.4,0.4
N92000002,Northern Ireland,2014,with no qualifications,"199,000","1,155,300",17.2,1.2
K04000001,England and Wales,2014,with no qualifications,3129300,35964200,8.7,0.1
K03000001,Great Britain,2014,with no qualifications,3450400,39368800,8.8,0.1
K02000001,United Kingdom,2014,with no qualifications,3649400,40524100,9,0.1
E09000001,City of London,2015,NVQ4+,"4,500","5,700",80,*
E09000002,Barking and Dagenham,2015,NVQ4+,"41,000","126,800",32.4,3.9
E09000003,Barnet,2015,NVQ4+,"119,700","243,700",49.1,4.3
E09000004,Bexley,2015,NVQ4+,"50,900","151,500",33.6,4.3
E09000005,Brent,2015,NVQ4+,"99,300","220,400",45.1,3.6
E09000006,Bromley,2015,NVQ4+,"94,000","199,900",47,4
E09000007,Camden,2015,NVQ4+,"103,900","169,900",61.1,4.3
E09000008,Croydon,2015,NVQ4+,"100,100","246,500",40.6,4.1
E09000009,Ealing,2015,NVQ4+,"112,400","226,400",49.7,4
E09000010,Enfield,2015,NVQ4+,"91,000","208,900",43.6,4.2
E09000011,Greenwich,2015,NVQ4+,"77,500","183,200",42.3,4.4
E09000012,Hackney,2015,NVQ4+,"94,500","192,200",49.2,4.1
E09000013,Hammersmith and Fulham,2015,NVQ4+,"85,300","126,500",67.4,4.1
E09000014,Haringey,2015,NVQ4+,"93,900","190,400",49.3,4.1
E09000015,Harrow,2015,NVQ4+,"75,800","158,400",47.9,4.1
E09000016,Havering,2015,NVQ4+,"40,100","154,100",26,3.9
E09000017,Hillingdon,2015,NVQ4+,"78,600","195,800",40.2,4.1
E09000018,Hounslow,2015,NVQ4+,"82,100","180,700",45.4,4.3
E09000019,Islington,2015,NVQ4+,"104,700","167,000",62.7,4.2
E09000020,Kensington and Chelsea,2015,NVQ4+,"70,200","107,600",65.3,3.7
E09000021,Kingston upon Thames,2015,NVQ4+,"61,000","113,800",53.6,4.5
E09000022,Lambeth,2015,NVQ4+,"154,200","237,400",65,4.6
E09000023,Lewisham,2015,NVQ4+,"110,300","207,000",53.3,4.4
E09000024,Merton,2015,NVQ4+,"79,300","136,800",58,4.3
E09000025,Newham,2015,NVQ4+,"99,500","229,800",43.3,3.8
E09000026,Redbridge,2015,NVQ4+,"85,800","191,900",44.7,4
E09000027,Richmond upon Thames,2015,NVQ4+,"86,400","124,100",69.6,4.1
E09000028,Southwark,2015,NVQ4+,"126,300","222,200",56.9,3.9
E09000029,Sutton,2015,NVQ4+,"55,000","129,400",42.5,4.9
E09000030,Tower Hamlets,2015,NVQ4+,"98,900","215,800",45.8,4.1
E09000031,Waltham Forest,2015,NVQ4+,"78,000","183,000",42.6,5
E09000032,Wandsworth,2015,NVQ4+,"150,000","226,200",66.3,4.1
E09000033,Westminster,2015,NVQ4+,"106,700","169,000",63.2,4
E13000001,Inner London,2015,NVQ4+,"1,403,000","2,466,600",56.9,1.1
E13000002,Outer London,2015,NVQ4+,"1,508,000","3,375,200",44.7,1
E12000001,North East,2015,NVQ4+,"506,100","1,650,300",30.7,0.8
E12000002,North West,2015,NVQ4+,"1,460,200","4,474,400",32.6,0.6
E12000003,Yorkshire and The Humber,2015,NVQ4+,"1,026,800","3,359,200",30.6,0.7
E12000004,East Midlands,2015,NVQ4+,"923,900","2,901,000",31.8,1
E12000005,West Midlands,2015,NVQ4+,"1,104,900","3,541,600",31.2,0.8
E12000006,East,2015,NVQ4+,"1,249,300","3,715,200",33.6,0.9
E12000007,London,2015,NVQ4+,"2,911,000","5,841,700",49.8,0.7
E12000008,South East,2015,NVQ4+,"2,182,500","5,489,400",39.8,0.7
E12000009,South West,2015,NVQ4+,"1,229,600","3,294,400",37.3,0.8
E92000001,England,2015,NVQ4+,"12,594,200","34,267,200",36.8,0.3
W92000004,Wales,2015,NVQ4+,"640,800","1,903,900",33.7,0.7
S92000003,Scotland,2015,NVQ4+,"1,446,200","3,404,500",42.5,0.6
N92000002,Northern Ireland,2015,NVQ4+,"341,700","1,156,300",29.6,1.5
K04000001,England and Wales,2015,NVQ4+,13235000,36171100,36.6,0.2
K03000001,Great Britain,2015,NVQ4+,14681200,39575600,37.1,0.2
K02000001,United Kingdom,2015,NVQ4+,15022900,40731900,36.9,0.2
E09000001,City of London,2015,NVQ3 only,!,"5,700",!,!
E09000002,Barking and Dagenham,2015,NVQ3 only,"20,200","126,800",15.9,3.1
E09000003,Barnet,2015,NVQ3 only,"37,200","243,700",15.3,3.1
E09000004,Bexley,2015,NVQ3 only,"26,700","151,500",17.6,3.5
E09000005,Brent,2015,NVQ3 only,"33,900","220,400",15.4,2.6
E09000006,Bromley,2015,NVQ3 only,"34,200","199,900",17.1,3
E09000007,Camden,2015,NVQ3 only,"16,800","169,900",9.9,2.6
E09000008,Croydon,2015,NVQ3 only,"40,300","246,500",16.4,3.1
E09000009,Ealing,2015,NVQ3 only,"30,600","226,400",13.5,2.7
E09000010,Enfield,2015,NVQ3 only,"34,900","208,900",16.7,3.2
E09000011,Greenwich,2015,NVQ3 only,"24,900","183,200",13.6,3.1
E09000012,Hackney,2015,NVQ3 only,"21,700","192,200",11.3,2.6
E09000013,Hammersmith and Fulham,2015,NVQ3 only,"14,700","126,500",11.6,2.8
E09000014,Haringey,2015,NVQ3 only,"24,800","190,400",13,2.8
E09000015,Harrow,2015,NVQ3 only,"28,300","158,400",17.8,3.2
E09000016,Havering,2015,NVQ3 only,"24,800","154,100",16.1,3.3
E09000017,Hillingdon,2015,NVQ3 only,"32,900","195,800",16.8,3.1
E09000018,Hounslow,2015,NVQ3 only,"24,300","180,700",13.5,2.9
E09000019,Islington,2015,NVQ3 only,"17,200","167,000",10.3,2.6
E09000020,Kensington and Chelsea,2015,NVQ3 only,"11,300","107,600",10.5,2.4
E09000021,Kingston upon Thames,2015,NVQ3 only,"18,700","113,800",16.4,3.3
E09000022,Lambeth,2015,NVQ3 only,"24,300","237,400",10.3,2.9
E09000023,Lewisham,2015,NVQ3 only,"27,400","207,000",13.2,3
E09000024,Merton,2015,NVQ3 only,"18,700","136,800",13.7,3
E09000025,Newham,2015,NVQ3 only,"30,600","229,800",13.3,2.6
E09000026,Redbridge,2015,NVQ3 only,"31,500","191,900",16.4,2.9
E09000027,Richmond upon Thames,2015,NVQ3 only,"15,200","124,100",12.3,2.9
E09000028,Southwark,2015,NVQ3 only,"29,600","222,200",13.3,2.7
E09000029,Sutton,2015,NVQ3 only,"19,900","129,400",15.4,3.6
E09000030,Tower Hamlets,2015,NVQ3 only,"35,700","215,800",16.6,3.1
E09000031,Waltham Forest,2015,NVQ3 only,"25,900","183,000",14.2,3.5
